,Address,Rentel_price,No_of_bed,No_of_bathroom,Area,Pets,Deposit,City,State code,Country,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage,Sno
5772,"Vulkanstrasse 108b, 8048 Zurich, Switzerland",CHF 3600,       1        Bed     ,       1        Bath     ,       54        m     ,,,Zurich,8048, Switzerland,No,No,No,No,No,No,No,No,5772
5773,"Binzmühlestrasse 72, 8050 Zurich, Switzerland",CHF 3157,              Studio     ,       1        Bath     ,       28        m     ,Yes,300,Zurich,8050, Switzerland,Yes,Yes,Yes,No,No,No,No,Yes,5773
5774,"Höschgasse 38, 8008 Zurich, Switzerland",CHF 4265,       2        Bed     ,       1        Bath     ,       55        m     ,Yes,4090,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5774
5775,"Zurich, Switzerland",CHF 14434 ,              Studio     ,"       1,184        Sq Ft     ",,,,,, Switzerland,No,Yes,No,No,Yes,No,No,No,5775
5776,"Swiss Star MARC AUREL, Badenerstrasse 362, 8004 Zurich, Switzerland",CHF 3300,       2        Bed     ,       1        Bath     ,       35        m     ,Yes,1000,Zurich,8004, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5776
5777,"Zelgstrasse 19, 8003 Zurich, Switzerland",CHF 3250,       2        Bed     ,       1        Bath     ,       30        m     ,Yes,1000,Zurich,8003, Switzerland,Yes,No,No,No,No,No,No,No,5777
5778,"Bahnhofstrasse 16, 8301 Wallisellen, Switzerland",CHF 3800,       2        Bed     ,       1        Bath     ,       55        m     ,Yes,1500,Wallisellen,8301, Switzerland,Yes,No,Yes,No,Yes,No,No,Yes,5778
5779,"Martastrasse 121, 8003 Zurich, Switzerland",CHF 3014,              Studio     ,       1        Bath     ,       28        m     ,No,2060,Zurich,8003, Switzerland,Yes,No,No,No,No,No,No,No,5779
5780,"Zweierstrasse 119, 8003 Zurich, Switzerland",CHF 3730,              Studio     ,       1        Bath     ,       32        m     ,Yes,2760,Zurich,8003, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5780
5781,"8048 Zurich, Switzerland",CHF 5780 ,       1        Bed     ,       1        Bath     ,       388        Sq Ft     ,Yes,,Zurich,8048, Switzerland,No,No,No,No,Yes,No,No,No,5781
5782,"The Flag, Baslerstrasse 100, 8048 Zurich, Switzerland",CHF 4143,       1        Bed     ,       1        Bath     ,       26        m     ,No,,Zurich,8048, Switzerland,Yes,No,Yes,No,No,No,No,Yes,5782
5783,"Zurich, Switzerland",CHF 5276 ,       1        Bed     ,       1        Bath     ,       645        Sq Ft     ,Yes,,,, Switzerland,No,No,No,No,Yes,No,No,No,5783
5784,"General-Wille-Strasse 18, 8002 Zurich, Switzerland",CHF 3640,              Studio     ,       1        Bath     ,       37        m     ,Yes,2500,Zurich,8002, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5784
5785,"8050 Zurich, Switzerland",CHF 3201 ,       1        Bed     ,       1        Bath     ,       441        Sq Ft     ,Yes,,Zurich,8050, Switzerland,No,No,No,No,Yes,No,No,No,5785
5786,"Ringstrasse 16, 8306 Brüttisellen, Switzerland",CHF 2564,       2        Bed     ,       1        Bath     ,       53        m     ,Yes,2000,Brüttisellen,8306, Switzerland,Yes,No,Yes,No,No,No,No,No,5786
5787,"Zelgstrasse 19, 8003 Zurich, Switzerland",CHF 3950,       5        Bed     ,       1        Bath     ,       70        m     ,Yes,1000,Zurich,8003, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5787
5788,"Martastrasse 121, 8003 Zurich, Switzerland",CHF 3089,              Studio     ,       1        Bath     ,       28        m     ,No,2030,Zurich,8003, Switzerland,Yes,No,No,No,No,No,No,No,5788
5789,"Untere Zäune 21, 8001 Zurich, Switzerland",CHF 3190,              Studio     ,       1        Bath     ,       27        m     ,Yes,2500,Zurich,8001, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5789
5790,"Hofackerstrasse 36, 8032 Zurich, Switzerland",CHF 3354,              Studio     ,       1        Bath     ,       33        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5790
5791,"Zurich, Switzerland",CHF 3972 ,       1        Bed     ,       1        Bath     ,       377        Sq Ft     ,No,,,, Switzerland,No,No,No,No,No,No,No,No,5791
5792,"Josephine's Guesthouse for Women, Lutherstrasse, 8004 Zurich, Switzerland",CHF 2235,       1        Bed     ,       1        Bath     ,,,,Zurich,8004, Switzerland,No,No,No,No,No,No,No,No,5792
5793,"Pestalozzistrasse 18, 8032 Zurich, Switzerland",CHF 1118,       3        Bed     ,       1        Bath     ,,,,Zurich,8032, Switzerland,No,No,No,No,No,No,No,No,5793
5794,"Rankstrasse 1, 8032 Zurich, Switzerland",CHF 3024,       2        Bed     ,       1        Bath     ,       66        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,No,No,No,No,No,No,5794
5795,"Ringstrasse 16, 8306 Brüttisellen, Switzerland",CHF 2564,       3        Bed     ,       1        Bath     ,       60        m     ,Yes,2000,Brüttisellen,8306, Switzerland,Yes,No,Yes,No,No,No,No,No,5795
5796,"Schwamendingenstrasse 15, 8050 Zurich, Switzerland",CHF 2800,       2        Bed     ,       1        Bath     ,       38        m     ,Yes,2000,Zurich,8050, Switzerland,Yes,No,No,No,Yes,No,No,No,5796
5797,"Dubsstrasse 30, 8003 Zurich, Switzerland",CHF 2200,              Studio     ,       1        Bath     ,       15        m     ,Yes,1000,Zurich,8003, Switzerland,Yes,No,Yes,No,No,No,No,No,5797
5798,"Brunner's Textilpflege, Huttensteig, 8091 Zurich, Switzerland",CHF 2831,       1        Bed     ,       1        Bath     ,       40        m     ,Yes,1000,Zurich,8091, Switzerland,Yes,No,No,No,No,No,No,No,5798
5799,"Baslerpark, Baslerstrasse, 8048 Zurich, Switzerland",CHF 3077,              Studio     ,       1        Bath     ,       36        m     ,No,,Zurich,8048, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5799
5800,"Josephine's Guesthouse for Women, Lutherstrasse, 8004 Zurich, Switzerland",CHF 2055,       1        Bed     ,       1        Bath     ,       18        m     ,,,Zurich,8004, Switzerland,No,No,No,No,No,No,No,No,5800
5801,"Höschgasse 38, 8008 Zurich, Switzerland",CHF 4461,       2        Bed     ,       1        Bath     ,       55        m     ,Yes,3000,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5801
5802,"Schrennengasse 14, 8003 Zurich, Switzerland",CHF 3909,       2        Bed     ,       1        Bath     ,       45        m     ,Yes,2850,Zurich,8003, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5802
5803,"Bahnhofstrasse 36, 8304 Wallisellen, Switzerland",CHF 3747,       2        Bed     ,       1        Bath     ,       53        m     ,Yes,1000,Wallisellen,8304, Switzerland,Yes,No,No,No,Yes,No,No,No,5803
5804,"Langstrasse 213, 8005 Zurich, Switzerland",CHF 3100,       2        Bed     ,       1        Bath     ,       28        m     ,Yes,1000,Zurich,8005, Switzerland,Yes,No,No,No,No,No,No,No,5804
5805,"La Forchetta, Gujerstrasse, 8052 Zurich, Switzerland",CHF 2891,              Studio     ,       1        Bath     ,       42        m     ,Yes,1000,Zurich,8052, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5805
5806,"Zurich, Switzerland",CHF 18406 ,       3        Bed     ,       1        Bath     ,"       1,722        Sq Ft     ",Yes,,,, Switzerland,No,No,Yes,Yes,Yes,No,No,No,5806
5807,"Rosengartenstrasse 55, 8037 Zurich, Switzerland",CHF 3686,       2        Bed     ,       1        Bath     ,       54        m     ,Yes,2830,Zurich,8037, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5807
5808,"Kirchweg 30, 8102 Oberengstringen, Switzerland",CHF 2450,              Studio     ,       1        Bath     ,       35        m     ,Yes,2000,Oberengstringen,8102, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5808
5809,"Rankstrasse 1, 8032 Zurich, Switzerland",CHF 2856,       2        Bed     ,       1        Bath     ,       47        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,Yes,No,No,No,No,No,5809
5810,"Ringstrasse 16, 8306 Brüttisellen, Switzerland",CHF 3013,       3        Bed     ,       1        Bath     ,       60        m     ,Yes,2000,Brüttisellen,8306, Switzerland,Yes,Yes,Yes,No,No,No,No,No,5810
5811,"Forchstrasse 284, 8008 Zurich, Switzerland",CHF 2352,              Studio     ,       1        Bath     ,       24        m     ,Yes,2000,Zurich,8008, Switzerland,Yes,No,No,No,No,No,No,No,5811
5812,"Brunner's Textilpflege, Huttensteig, 8091 Zurich, Switzerland",CHF 2980,       2        Bed     ,       1        Bath     ,       40        m     ,Yes,1000,Zurich,8091, Switzerland,Yes,No,No,No,No,No,No,No,5812
5813,"La Forchetta, Gujerstrasse, 8052 Zurich, Switzerland",CHF 2945,              Studio     ,       1        Bath     ,       42        m     ,Yes,1000,Zurich,8052, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5813
5814,"Martastrasse 121, 8003 Zurich, Switzerland",CHF 2920,              Studio     ,       1        Bath     ,       28        m     ,No,2100,Zurich,8003, Switzerland,Yes,No,No,No,Yes,No,No,No,5814
5815,"Forchstrasse 284, 8008 Zurich, Switzerland",CHF 2408,              Studio     ,       1        Bath     ,       18        m     ,Yes,2000,Zurich,8008, Switzerland,Yes,No,No,No,No,No,No,No,5815
5816,"Zurich, Switzerland",CHF 7173 ,              Studio     ,,,,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5816
5817,"Nordstrasse 5, 8006 Zurich, Switzerland",CHF 3880,       2        Bed     ,       1        Bath     ,       60        m     ,Yes,2000,Zurich,8006, Switzerland,Yes,No,No,No,Yes,No,No,No,5817
5818,"Rankstrasse 1, 8032 Zurich, Switzerland",CHF 4032,       4        Bed     ,       1        Bath     ,       78        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5818
5819,"Zurich, Switzerland",CHF 13308 ,       4        Bed     ,       2        Bath     ,       120        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5819
5820,"Zurich, Switzerland",CHF 5068 ,       1        Bed     ,       1        Bath     ,       559        Sq Ft     ,Yes,,,, Switzerland,No,No,No,No,Yes,No,No,No,5820
5821,"Seefeldstrasse 25, 8008 Zurich, Switzerland",CHF 4172,       2        Bed     ,       1        Bath     ,       53        m     ,Yes,2900,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5821
5822,"Badenerstrasse 595, 8048 Zurich, Switzerland",CHF 3743,       3        Bed     ,       1        Bath     ,       105        m     ,Yes,2800,Zurich,8048, Switzerland,Yes,No,No,No,Yes,No,No,No,5822
5823,"Baurstrasse 29, 8008 Zurich, Switzerland",CHF 3477,              Studio     ,       1        Bath     ,       23        m     ,No,3285,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5823
5824,"Forchstrasse 163, 8032 Zurich, Switzerland",CHF 3360,       2        Bed     ,       1        Bath     ,       66        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,Yes,No,No,No,No,No,5824
5825,"Zurich, Switzerland",CHF 5809 ,       1        Bed     ,       2        Bath     ,       581        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5825
5826,"Zeltweg 40, 8032 Zurich, Switzerland",CHF 3340,              Studio     ,       1        Bath     ,       35        m     ,Yes,2500,Zurich,8032, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5826
5827,"Zurich, Switzerland",CHF 6135 ,       2        Bed     ,       2        Bath     ,       721        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5827
5828,"Zurich, Switzerland",CHF 6669 ,       1        Bed     ,       1        Bath     ,       538        Sq Ft     ,No,,,, Switzerland,No,Yes,No,No,Yes,No,No,No,5828
5829,"Rankstrasse 1, 8032 Zurich, Switzerland",CHF 2520,              Studio     ,       1        Bath     ,       32        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,Yes,No,No,No,No,No,5829
5830,"Binzmühlestrasse 72, 8050 Zurich, Switzerland",CHF 4178,       1        Bed     ,       1        Bath     ,       44        m     ,Yes,300,Zurich,8050, Switzerland,Yes,Yes,Yes,No,Yes,No,No,Yes,5830
5831,"Buckhauserstrasse 16, 8048 Zurich, Switzerland",CHF 2688,              Studio     ,       1        Bath     ,       27        m     ,Yes,2000,Zurich,8048, Switzerland,Yes,No,No,No,Yes,No,No,No,5831
5832,"Sonneggstrasse 77, 8006 Zurich, Switzerland",CHF 3590,       1        Bed     ,       1        Bath     ,       35        m     ,Yes,2500,Zurich,8006, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5832
5833,"Ceresstrasse 1, 8008 Zurich, Switzerland",CHF 4032,       2        Bed     ,       1        Bath     ,       54        m     ,Yes,2000,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5833
5834,"Lidl, Zürcherstrasse 133, 8952 Schlieren, Switzerland",CHF 2793,              Studio     ,       1        Bath     ,       44        m     ,No,,Schlieren,8952, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5834
5835,"Gujerstrasse 3, 8050 Zurich, Switzerland",CHF 3610,       2        Bed     ,       1        Bath     ,       52        m     ,Yes,1500,Zurich,8050, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5835
5836,"Josephine's Guesthouse for Women, Lutherstrasse, 8004 Zurich, Switzerland",CHF 2775,       1        Bed     ,       1        Bath     ,       26        m     ,,,Zurich,8004, Switzerland,No,No,No,No,No,No,No,No,5836
5837,"Lindenstrasse 32, 8008 Zurich, Switzerland",CHF 4032,              Studio     ,       1        Bath     ,       40        m     ,Yes,2000,Zurich,8008, Switzerland,Yes,No,Yes,No,Yes,No,No,Yes,5837
5838,"Zurich, Switzerland",CHF 8773 ,       1        Bed     ,       1        Bath     ,       861        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5838
5839,"Zurich, Switzerland",CHF 10018 ,       2        Bed     ,       1        Bath     ,       592        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5839
5840,"Nordstrasse 5, 8006 Zurich, Switzerland",CHF 4200,       2        Bed     ,       1        Bath     ,       60        m     ,Yes,2000,Zurich,8006, Switzerland,Yes,No,No,No,Yes,No,No,No,5840
5841,"Turnerstrasse 38, 8006 Zurich, Switzerland",CHF 4251,       2        Bed     ,       1        Bath     ,       54        m     ,No,3180,Zurich,8006, Switzerland,Yes,No,No,No,Yes,No,No,No,5841
5842,"Forchstrasse 182, 8032 Zurich, Switzerland",CHF 4163,       1        Bed     ,       1        Bath     ,       60        m     ,Yes,3000,Zurich,8032, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5842
5843,"Asylstrasse 125, 8032 Zurich, Switzerland",CHF 3800,       3        Bed     ,       1        Bath     ,       45        m     ,Yes,1000,Zurich,8032, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5843
5844,"Zähringerplatz 11, 8001 Zurich, Switzerland",CHF 3794,       3        Bed     ,       2        Bath     ,       60        m     ,No,3900,Zurich,8001, Switzerland,Yes,No,No,No,Yes,No,No,No,5844
5845,"Dörflistrasse 112, 8050 Zurich, Switzerland",CHF 4277,       3        Bed     ,       1        Bath     ,       69        m     ,Yes,2930,Zurich,8050, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5845
5846,"Zurich, Switzerland",CHF 5898 ,       2        Bed     ,       1        Bath     ,       61        Sq Ft     ,No,,,, Switzerland,No,No,No,No,No,No,No,No,5846
5847,"Oberhauserstrasse 30, 8152 Glattbrugg, Switzerland",CHF 2600,       2        Bed     ,       1        Bath     ,       32        m     ,No,500,Glattbrugg,8152, Switzerland,Yes,No,Yes,No,Yes,No,No,Yes,5847
5848,"Zurich, Switzerland",CHF 14197 ,       2        Bed     ,       1        Bath     ,       700        Sq Ft     ,No,,,, Switzerland,No,No,No,No,No,No,No,No,5848
5849,"Zurich, Switzerland",CHF 4476 ,       1        Bed     ,       1        Bath     ,       635        Sq Ft     ,Yes,,,, Switzerland,No,No,No,No,No,No,No,No,5849
5850,"Zurich, Switzerland",CHF 3675 ,              Studio     ,       1        Bath     ,       301        Sq Ft     ,No,,,, Switzerland,No,No,No,No,No,No,No,No,5850
5851,"Turnerstrasse 38, 8006 Zurich, Switzerland",CHF 4496,       2        Bed     ,       1        Bath     ,       54        m     ,No,3170,Zurich,8006, Switzerland,Yes,No,No,No,Yes,No,No,No,5851
5852,"Rankstrasse 1, 8032 Zurich, Switzerland",CHF 3192,       2        Bed     ,       1        Bath     ,       51        m     ,Yes,2000,Zurich,8032, Switzerland,Yes,No,Yes,No,No,No,No,No,5852
5853,"Dörflistrasse 112, 8050 Zurich, Switzerland",CHF 4248,       3        Bed     ,       1        Bath     ,       69        m     ,Yes,2930,Zurich,8050, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5853
5854,"Zurich, Switzerland",CHF 3942 ,       1        Bed     ,       1        Bath     ,       1        Sq Ft     ,Yes,,,, Switzerland,No,No,No,No,Yes,No,No,No,5854
5855,"Zurich, Switzerland",CHF 2460 ,              Studio     ,       1        Bath     ,       452        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5855
5856,"Albertstrasse 7, 8005 Zurich, Switzerland",CHF 2731,              Studio     ,       1        Bath     ,       22        m     ,Yes,,Zurich,8005, Switzerland,Yes,No,No,No,No,No,No,No,5856
5857,"Zurich, Switzerland",CHF 6402 ,       1        Bed     ,       1        Bath     ,       78        Sq Ft     ,No,,,, Switzerland,No,No,No,No,No,No,No,No,5857
5858,"Dachslernstrasse 85a, 8048 Zurich, Switzerland",CHF 2822,              Studio     ,       1        Bath     ,       32        m     ,No,1920,Zurich,8048, Switzerland,Yes,No,Yes,No,Yes,No,No,No,5858
5859,"The Flag, Baslerstrasse 100, 8048 Zurich, Switzerland",CHF 2793,       1        Bed     ,       1        Bath     ,       18        m     ,No,,Zurich,8048, Switzerland,Yes,No,Yes,No,No,No,No,Yes,5859
5860,"Zurich, Switzerland",CHF 8121 ,       1        Bed     ,       1        Bath     ,       689        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5860
5861,"Zurich, Switzerland",CHF 19799 ,              Studio     ,,,,,,, Switzerland,No,No,No,Yes,Yes,No,No,No,5861
5862,"Nordstrasse 5, 8006 Zurich, Switzerland",CHF 4200,       2        Bed     ,       1        Bath     ,       60        m     ,Yes,2000,Zurich,8006, Switzerland,Yes,No,No,No,Yes,No,No,No,5862
5863,"Okenstrasse 7, 8037 Zurich, Switzerland",CHF 3343,              Studio     ,       1        Bath     ,       40        m     ,Yes,2000,Zurich,8037, Switzerland,Yes,No,Yes,No,No,No,No,No,5863
5864,"Zurich, Switzerland",CHF 8180 ,       2        Bed     ,       1        Bath     ,       721        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5864
5865,"Zurich, Switzerland",CHF 6165 ,       1        Bed     ,       1        Bath     ,       516        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5865
5866,"Zurich, Switzerland",CHF 4416 ,              Studio     ,       1        Bath     ,       355        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5866
5867,"Zurich, Switzerland",CHF 4416 ,       2        Bed     ,       1        Bath     ,       850        Sq Ft     ,Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5867
5868,"8001 Zurich, Switzerland",CHF 9159 ,              Studio     ,       1        Bath     ,       237        Sq Ft     ,Yes,,Zurich,8001, Switzerland,No,No,No,No,No,No,No,No,5868
5869,"Zürich, Bezirk Zürich, Switzerland",CHF 5543 ,       1        Bed     ,       1        Bath     ,       366        Sq Ft     ,Yes,,,, Switzerland,No,No,No,No,Yes,No,No,No,5869
5870,"Zurich, Switzerland",CHF 13071 ,       1        Bed     ,       1        Bath     ,       603        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5870
5871,"Zurich, Switzerland",CHF 5009 ,       3        Bed     ,       2        Bath     ,"       1,044        Sq Ft     ",Yes,,,, Switzerland,No,No,Yes,No,Yes,No,No,No,5871
5872,"Zurich, Switzerland",CHF 2727 ,              Studio     ,       1        Bath     ,,,,,, Switzerland,No,No,No,No,No,No,No,No,5872
5873,"Zurich, Switzerland",CHF 5513 ,       1        Bed     ,       1        Bath     ,       581        Sq Ft     ,No,,,, Switzerland,No,No,No,No,Yes,No,No,No,5873
